// Links at Challedon
// Club ID:  230
// Events:  54
// Date:  Sunday, April 5, 2015
// 
23015032509230;3/25/2015 09:00:00 AM;Club;Opening Day & Meeting;TBD;9:00 AM;3/24/2015 12:00:00 PM;301-829-3000 ext. 10;60;;;2/9/2015 06:00:00 AM
23015040109230;4/1/2015 09:00:00 AM;Club;Regular Play;TBD;9:00 AM;3/31/2015 12:00:00 PM;301-829-3000 ext. 10;60;R100;;2/16/2015 06:00:00 AM
23015040809230;4/8/2015 09:00:00 AM;Club;Regular Play;TBD;9:00 AM;4/7/2015 12:00:00 PM;301-829-3000 ext. 10;60;R100;;2/23/2015 06:00:00 AM
23015041509230;4/15/2015 09:00:00 AM;Club;Regular Play;TBD;9:00 AM;4/14/2015 12:00:00 PM;301-829-3000 ext. 10;60;R100;;3/2/2015 06:00:00 AM
23015042209230;4/22/2015 09:00:00 AM;Club;Regular Play;TBD;9:00 AM;4/21/2015 12:00:00 PM;301-829-3000 ext. 10;60;R100;;3/9/2015 06:00:00 AM
23015042908230;4/29/2015 08:30:00 AM;Home;Glade Valley;$38;8:30 AM;4/26/2015 12:00:00 PM;301-829-3000 ext. 10;60;;;3/16/2015 06:00:00 AM
23015050508224;5/5/2015 08:30:00 AM;Away;Glade Valley;$40*;8:30 AM;5/1/2015 12:00:00 PM;301-898-5555;0;;;3/23/2015 06:00:00 AM
23015050608230;5/6/2015 08:30:00 AM;Home;Musket Ridge;$38;8:30 AM;5/3/2015 12:00:00 PM;301-829-3000 ext. 10;60;;;3/23/2015 06:00:00 AM
23015051308229;5/13/2015 08:30:00 AM;Away;Rattlewood;$35;8:30 AM;5/9/2015 12:00:00 PM;301-607-9000;0;;;3/30/2015 06:00:00 AM
23015052008230;5/20/2015 08:30:00 AM;Home;Cross Creek & Cress Creek;$38;8:30 AM;5/17/2015 12:00:00 PM;301-829-3000 ext. 10;60;;;4/6/2015 06:00:00 AM
23015052708230;5/27/2015 08:30:00 AM;Home;Quail Valley & Hunt Valley;$38;8:30 AM;5/24/2015 12:00:00 PM;301-829-3000 ext. 10;60;;;4/13/2015 06:00:00 AM
23015060208224;6/2/2015 08:30:00 AM;Away;Glade Valley;$40*;8:30 AM;5/29/2015 12:00:00 PM;301-898-5555;0;;;4/20/2015 06:00:00 AM
23015060308230;6/3/2015 08:30:00 AM;Club;Regular Play;TBD;8:30 AM;5/31/2015 12:00:00 PM;301-829-3000 ext. 10;60;R100;;4/20/2015 06:00:00 AM
23015060409233;6/4/2015 09:00:00 AM;Away;Fountain Head;$47*;9:00 AM;6/2/2015 12:00:00 PM;301-733-5940;16;;;4/20/2015 06:00:00 AM
23015060908226;6/9/2015 08:45:00 AM;Away;Quail Valley;$39;8:45 AM;6/6/2015 12:00:00 PM;717-359-8453;0;;;4/27/2015 06:00:00 AM
23015061008230;6/10/2015 08:30:00 AM;Club;Regular Play;TBD;8:30 AM;6/7/2015 12:00:00 PM;301-829-3000 ext. 10;60;R100;;4/27/2015 06:00:00 AM
23015061109645;6/11/2015 09:00:00 AM;Away;Cross Creek;$45;9:00 AM;6/6/2015 12:00:00 PM;301-595-8901;0;;;4/27/2015 06:00:00 AM
23015061608214;6/16/2015 08:30:00 AM;Away;Beaver Creek;$40*;8:30 AM;6/13/2015 12:00:00 PM;301-733-5152;0;R100;;5/4/2015 06:00:00 AM
23015061708216;6/17/2015 08:30:00 AM;MISGA;Div II Two Man @ Holly Hills;TBD;8:30 AM;6/14/2015 12:00:00 PM;301-898-5555;0;;Guest;5/4/2015 06:00:00 AM
23015061708230;6/17/2015 08:30:00 AM;Club;Regular Play;TBD;8:30 AM;6/14/2015 12:00:00 PM;301-829-3000 ext. 10;60;R100;;5/4/2015 06:00:00 AM
23015062308217;6/23/2015 08:30:00 AM;Away;Hunt Valley;$44*;8:30 AM;6/21/2015 12:00:00 PM;410-527-3304;0;;;5/11/2015 06:00:00 AM
23015062408230;6/24/2015 08:30:00 AM;Home;Rattlewood;$38;8:30 AM;6/21/2015 12:00:00 PM;301-829-3000 ext. 10;60;;;5/11/2015 06:00:00 AM
23015070108230;7/1/2015 08:30:00 AM;Home;Holly Hills, Quail Valley, Musket Ridge;$38;8:30 AM;6/28/2015 12:00:00 PM;301-829-3000 ext. 10;60;;;5/18/2015 06:00:00 AM
23015070708647;7/7/2015 08:30:00 AM;Away;Timbers At Troy;$45;8:30 AM;7/2/2015 12:00:00 PM;410-313-4653;15;;;5/25/2015 06:00:00 AM
23015070808230;7/8/2015 08:30:00 AM;Home;Bay Hills & Fountain Head;$38;8:30 AM;7/5/2015 12:00:00 PM;301-829-3000 ext. 10;60;;;5/25/2015 06:00:00 AM
23015071308232;7/13/2015 08:30:00 AM;MISGA;Div II ABCD Stroke-Play @ Musket Ridge;TBD;8:30 AM;7/10/2015 12:00:00 PM;301-293-9930 ext 114;0;;;5/25/2015 06:00:00 AM
23015071509642;7/15/2015 09:00:00 AM;Away;Fairway Hills;$40*;9:00 AM;7/12/2015 12:00:00 PM;410-730-1112;0;;;6/1/2015 06:00:00 AM
23015072208230;7/22/2015 08:30:00 AM;Home;Glade Valley;$38;8:30 AM;7/19/2015 12:00:00 PM;301-829-3000 ext. 10;60;;;6/8/2015 06:00:00 AM
23015072308232;7/23/2015 08:30:00 AM;Away;Musket Ridge;$46;8:30 AM;6/19/2015 12:00:00 PM;301-293-9930 ext 110;0;R89;;6/8/2015 06:00:00 AM
23015072808227;7/28/2015 08:45:00 AM;Away;Westminster National;$38*;8:45 AM;6/26/2015 12:00:00 PM;410-876-4653;0;R89;;6/15/2015 06:00:00 AM
23015072908230;7/29/2015 08:30:00 AM;Home;Fairway Hills;$38;8:30 AM;7/26/2015 12:00:00 PM;301-829-3000 ext. 10;60;;;6/15/2015 06:00:00 AM
23015080308233;8/3/2015 08:30:00 AM;MISGA;Div II Pro Am @ Fountain Head;$100*;8:30 AM;7/31/2015 12:00:00 PM;301-733-5940;0;;;6/15/2015 06:00:00 AM
23015080509216;8/5/2015 09:00:00 AM;Away;Holly Hills;$50*;9:00 AM;8/3/2015 12:00:00 PM;301-694-7210;0;R89;;6/22/2015 06:00:00 AM
23015080608440;8/6/2015 08:30:00 AM;MISGA;State (ABCD) Past Presidents @ Norbeck CC;TBD;8:30 AM;8/3/2015 12:00:00 PM;301-774-7706;0;;;6/22/2015 06:00:00 AM
23015080609231;8/6/2015 09:00:00 AM;Away;Cress Creek;$42*;9:00 AM;8/3/2015 12:00:00 PM;304-876-3375 ext. 201;0;;;6/22/2015 06:00:00 AM
23015081208232;8/12/2015 08:30:00 AM;Away;Musket Ridge;$46;8:30 AM;8/9/2015 12:00:00 PM;301-293-9930 ext 110;0;R89;;6/29/2015 06:00:00 AM
23015081808226;8/18/2015 08:45:00 AM;Away;Quail Valley;$39;8:45 AM;8/15/2015 12:00:00 PM;717-359-8453;0;;;7/6/2015 06:00:00 AM
23015081908230;8/19/2015 08:30:00 AM;Home;Westminster National;$38;8:30 AM;8/16/2015 12:00:00 PM;301-829-3000 ext. 10;60;;;7/6/2015 06:00:00 AM
23015082000437;8/20/2015 00:05:00 AM;MISGA;State Two-Man Tourney @ Manor CC;$105;12:05 AM;8/17/2015 12:00:00 PM;302-697-4653;0;;;7/6/2015 06:00:00 AM
23015082508230;8/25/2015 08:30:00 AM;Club;Club Championship--Day 1;TBD;8:30 AM;8/22/2015 12:00:00 PM;301-829-3000 ext. 10;60;;;7/13/2015 06:00:00 AM
